0.5, 25, 51
0.5, 25, 40
0.5, 25, 49
0.5, 25, 36
0.5, 25, 34
0.5, 25, 66
0.5, 25, 46
0.5, 25, 51
0.5, 25, 42
0.5, 25, 56
0.5, 25, 37
0.5, 25, 40
0.5, 25, 67
0.5, 25, 44
0.5, 25, 42
0.5, 25, 59
0.5, 25, 54
0.5, 25, 43
0.5, 25, 44
0.5, 25, 54
0.5, 25, 47
0.5, 25, 58
0.5, 25, 49
0.5, 25, 52
0.5, 25, 40
0.5, 25, 45
0.5, 25, 55
0.5, 25, 37
0.5, 25, 37
0.5, 25, 45
0.5, 25, 58
0.5, 25, 49
0.5, 25, 43
0.5, 25, 39
0.5, 25, 36
0.5, 25, 46
0.5, 25, 41
0.5, 25, 41
0.5, 25, 48
0.5, 25, 60
0.5, 25, 47
0.5, 25, 50
0.5, 25, 56
0.5, 25, 40
0.5, 25, 57
0.5, 25, 57
0.5, 25, 46
0.5, 25, 48
0.5, 25, 53
0.5, 25, 53
0.5, 50, 81
0.5, 50, 110
0.5, 50, 88
0.5, 50, 89
0.5, 50, 104
0.5, 50, 100
0.5, 50, 93
0.5, 50, 100
0.5, 50, 104
0.5, 50, 109
0.5, 50, 101
0.5, 50, 112
0.5, 50, 95
0.5, 50, 107
0.5, 50, 97
0.5, 50, 104
0.5, 50, 103
0.5, 50, 109
0.5, 50, 79
0.5, 50, 81
0.5, 50, 92
0.5, 50, 115
0.5, 50, 99
0.5, 50, 107
0.5, 50, 104
0.5, 50, 111
0.5, 50, 84
0.5, 50, 86
0.5, 50, 93
0.5, 50, 97
0.5, 50, 106
0.5, 50, 86
0.5, 50, 102
0.5, 50, 109
0.5, 50, 101
0.5, 50, 84
0.5, 50, 85
0.5, 50, 98
0.5, 50, 87
0.5, 50, 133
0.5, 50, 90
0.5, 50, 98
0.5, 50, 103
0.5, 50, 89
0.5, 50, 96
0.5, 50, 101
0.5, 50, 93
0.5, 50, 89
0.5, 50, 93
0.5, 50, 104
0.5, 75, 137
0.5, 75, 155
0.5, 75, 165
0.5, 75, 163
0.5, 75, 153
0.5, 75, 133
0.5, 75, 131
0.5, 75, 142
0.5, 75, 169
0.5, 75, 125
0.5, 75, 136
0.5, 75, 138
0.5, 75, 168
0.5, 75, 133
0.5, 75, 144
0.5, 75, 139
0.5, 75, 136
0.5, 75, 144
0.5, 75, 189
0.5, 75, 138
0.5, 75, 160
0.5, 75, 146
0.5, 75, 158
0.5, 75, 139
0.5, 75, 133
0.5, 75, 172
0.5, 75, 166
0.5, 75, 143
0.5, 75, 131
0.5, 75, 147
0.5, 75, 138
0.5, 75, 152
0.5, 75, 133
0.5, 75, 149
0.5, 75, 165
0.5, 75, 142
0.5, 75, 147
0.5, 75, 135
0.5, 75, 150
0.5, 75, 161
0.5, 75, 159
0.5, 75, 139
0.5, 75, 148
0.5, 75, 125
0.5, 75, 153
0.5, 75, 142
0.5, 75, 138
0.5, 75, 143
0.5, 75, 183
0.5, 75, 148
0.5, 100, 195
0.5, 100, 191
0.5, 100, 189
0.5, 100, 179
0.5, 100, 194
0.5, 100, 173
0.5, 100, 180
0.5, 100, 188
0.5, 100, 190
0.5, 100, 203
0.5, 100, 201
0.5, 100, 205
0.5, 100, 194
0.5, 100, 181
0.5, 100, 170
0.5, 100, 184
0.5, 100, 178
0.5, 100, 197
0.5, 100, 197
0.5, 100, 196
0.5, 100, 195
0.5, 100, 184
0.5, 100, 194
0.5, 100, 179
0.5, 100, 170
0.5, 100, 207
0.5, 100, 204
0.5, 100, 215
0.5, 100, 159
0.5, 100, 195
0.5, 100, 205
0.5, 100, 204
0.5, 100, 208
0.5, 100, 201
0.5, 100, 172
0.5, 100, 190
0.5, 100, 194
0.5, 100, 194
0.5, 100, 209
0.5, 100, 193
0.5, 100, 207
0.5, 100, 207
0.5, 100, 180
0.5, 100, 200
0.5, 100, 211
0.5, 100, 192
0.5, 100, 215
