100,221
100,216
100,192
100,194
100,202
100,178
100,198
100,188
100,196
100,195
100,193
100,185
100,187
100,199
100,192
100,165
100,219
100,194
100,213
100,168
100,195
100,203
100,198
100,193
100,203
100,186
100,192
100,203
100,186
100,208
100,191
100,232
100,188
100,232
100,202
100,189
100,214
100,199
100,188
100,182
100,213
100,206
100,223
100,184
100,226
100,210
100,202
100,200
100,180
100,212
200,384
200,370
200,395
200,389
200,428
200,401
200,385
200,410
200,411
200,363
200,371
200,389
200,374
200,382
200,407
200,416
200,428
200,384
200,404
200,359
200,367
200,400
200,434
200,397
200,379
200,364
200,391
200,415
200,408
200,383
200,397
200,392
200,396
200,412
200,388
200,401
200,402
200,388
200,414
200,401
200,379
200,381
200,402
200,423
200,412
200,414
200,389
200,396
200,402
200,367
300,596
300,593
300,620
300,562
300,591
300,648
300,602
300,612
300,652
300,602
300,635
300,618
300,610
300,610
300,541
300,579
300,578
300,607
300,594
300,576
300,572
300,607
300,601
300,611
300,592
300,549
300,644
300,579
300,582
300,551
300,604
300,567
300,636
300,630
300,625
300,640
300,588
300,566
300,580
300,589
300,573
300,588
300,607
300,616
300,611
300,631
300,610
300,592
300,600
300,596
400,792
400,774
400,783
400,785
400,807
400,835
400,827
400,816
400,846
400,807
400,802
400,823
400,783
400,821
400,765
400,770
400,779
400,816
400,852
400,838
400,795
400,781
400,784
400,818
400,758
400,813
400,744
400,872
400,785
400,836
400,761
400,778
400,786
400,887
400,816
400,819
400,770
400,787
400,804
400,793
400,824
400,791
400,814
400,823
400,819
400,797
400,809
400,758
400,814
400,846
500,947
500,996
500,1012
500,949
500,1001
500,1033
500,953
500,972
500,1094
500,971
500,980
500,961
500,968
500,967
500,1033
500,1018
500,1046
500,977
500,1014
500,988
500,1042
500,1002
500,1032
500,992
500,938
500,986
500,983
500,993
500,1045
500,1026
500,989
500,984
500,947
500,1013
500,1008
500,957
500,1045
500,1003
500,985
500,965
500,951
500,1050
500,974
500,1026
500,974
500,972
500,1049
500,1051
500,981
500,994
600,1268
600,1169
600,1207
600,1239
600,1178
600,1172
600,1202
600,1194
600,1167
600,1189
600,1213
600,1230
600,1205
600,1175
600,1191
600,1214
600,1152
600,1148
600,1207
600,1157
600,1208
600,1208
600,1225
600,1209
600,1186
600,1249
600,1179
600,1129
600,1151
600,1236
600,1202
600,1192
600,1173
600,1206
600,1224
600,1234
600,1216
600,1248
600,1182
600,1195
600,1190
600,1189
600,1212
600,1204
600,1246
600,1171
600,1202
600,1283
600,1227
600,1209
700,1374
700,1358
700,1367
700,1396
700,1470
700,1412
700,1394
700,1406
700,1411
700,1442
700,1390
700,1431
700,1406
700,1446
700,1416
