100,1059
100,1004
100,1037
100,902
100,967
100,958
100,983
100,889
100,864
100,906
100,1131
100,1089
100,1140
100,950
100,1017
100,983
100,959
100,965
100,1186
100,1316
100,917
100,1118
100,1010
100,1003
100,1299
100,962
100,1006
100,1006
100,919
100,1116
100,839
100,1174
100,1056
100,903
100,1034
100,1165
100,1163
100,904
100,934
100,1085
100,918
100,999
100,978
100,1054
100,1085
100,925
100,935
100,869
100,1008
100,1004
200,1942
200,1936
200,1967
200,2095
200,2056
200,1827
200,1934
200,2163
200,1873
200,1840
200,1758
200,1793
200,2178
200,1897
200,1972
200,2011
200,1886
200,2140
200,1959
200,2087
200,2167
200,1921
200,1857
200,1975
200,2086
200,1912
200,1911
200,2016
200,1631
200,1910
200,2102
200,2043
200,2052
200,2010
200,1805
200,1893
200,1994
200,1974
200,2015
200,2123
200,2009
200,2161
200,2082
200,1919
200,2115
200,1838
200,2094
200,2075
200,1970
200,1926
300,2745
300,2990
300,3014
300,2713
300,2786
300,3375
300,3148
300,3013
300,3349
300,2957
300,2924
300,3004
300,2570
300,2811
300,2971
300,2833
300,2793
300,2873
300,2873
300,2917
300,2595
300,3183
300,2890
300,3059
300,3391
300,2924
300,2898
300,3126
300,3108
300,2872
300,2886
300,3082
300,2875
300,2854
300,2883
300,3318
300,2880
300,2872
300,2802
300,3069
300,2800
300,3126
300,3081
300,2923
300,3002
300,2932
300,3137
300,2950
300,3193
300,3257
400,4031
400,4040
400,3786
400,4101
400,3951
400,4031
400,3861
400,4218
400,4283
400,3874
400,4456
400,3923
400,4058
400,3839
400,4144
400,3938
400,4207
400,3962
400,4131
400,3980
400,4124
400,3965
400,4087
400,4184
400,3949
400,4024
400,3914
400,3700
400,3943
400,3807
400,3921
400,4305
400,3688
400,4203
400,4013
400,4209
400,3782
400,3876
400,4055
400,4047
400,3742
400,3777
400,4068
400,3904
400,3952
400,3980
400,3598
400,4325
400,4111
400,3986
500,5233
500,5646
500,4886
500,5332
500,5311
500,5146
500,4903
500,4571
500,4784
500,5116
500,5224
500,4810
500,5000
500,5224
500,4884
500,4916
500,5168
500,4652
500,5076
500,4786
500,4795
500,5238
500,4911
500,4970
500,4881
500,4799
500,4741
500,4796
500,4787
500,4814
500,5037
500,5258
500,4865
500,5002
500,4684
500,5440
500,4999
500,4673
500,4659
500,4814
500,5028
500,5192
500,4958
500,4847
500,5034
500,5238
500,5175
500,5007
500,4809
500,4829
600,5617
600,6172
600,5984
600,6025
600,5540
600,5695
600,6007
600,6117
600,5741
600,5986
600,6290
600,5842
600,6345
600,6075
600,5977
600,6271
600,6126
600,5792
600,6147
600,6433
600,5844
600,5881
600,6017
600,5900
600,6180
600,6221
600,5716
600,5789
600,6285
600,5946
600,5744
600,5709
600,6017
600,6278
600,5846
600,6023
600,5878
600,6161
600,5994
600,5838
600,5731
600,6045
600,5852
600,5993
600,6037
600,5706
600,5890
600,6299
600,5667
600,6090
700,6970
700,6725
700,6742
700,7252
700,6992
700,7344
700,6948
700,7207
700,7335
700,6581
700,6860
700,7024
700,6948
700,6932
700,7150
700,6579
700,7180
700,6479
700,7257
700,7151
700,6612
700,7236
700,7243
700,6990
700,6991
700,7294
700,6914
700,6811
700,7277
700,7013
700,7153
700,6579
700,7173
700,7355
700,6650
700,6888
700,6805
700,6638
700,7415
700,6980
700,6872
700,6847
700,7136
700,7215
700,7355
700,7070
700,6934
700,6980
700,7036
700,6691
800,7999
800,7836
800,8282
800,7509
800,8058
800,8284
800,7682
800,7792
800,8039
800,8169
800,8019
800,7888
800,7899
800,8200
800,8282
800,8011
800,8274
800,7948
800,7921
800,7885
800,8107
